The Rocks
Opera House
Harbour Bridge
Sydney Observatory Hill Park
Palm Beach
Manly
Bondi
Coogee
Bronte
Dee Why
Royal Botanic Gardens
Mrs. Macquarie’s Chair
Blue Mountains
Wentworth Falls
the Three Sisters
Hyde Park Barracks
Art Gallery of New South Wales
Museum of Contemporary Art
Nicholson Museum
Australian National Maritime Museum
White Rabbit Gallery
The Rocks Discovery Museum
Australian Museum
Justice and Police Museum
Museum of Sydney
Sydney Jewish Museum
Umina Beach
Collaroy Beach
Corrimal Beach
Freshwater Beach
Hunter Valley
Sydney Tower
Rose Bay
Watson’s Bay
Dover Heights
Chowder Bay
Balmoral Beach
Jibbon Beach Loop Track
the Spit
Paddington Markets
Fish market
Glebe Market
Rozelle Collectors Market
Orange Grove Organic Market
King’s Cross
World Bar
